City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Gagnoa,CI,6.13,-5.94,70.12,95,90,3.24,overcast clouds
342,Grand-Lahou,CI,5.14,-5.02,73.45,93,39,6.82,light rain
343,Milkovo,RU,54.72,158.62,66.13,61,100,7.31,overcast clouds
344,Les Cayes,HT,18.2,-73.75,81.36,80,60,2.06,light rain
345,Wuxue,CN,29.85,115.55,91.38,63,68,7.43,broken clouds
346,Lazaro Cardenas,MX,17.96,-102.2,79.16,81,97,4.65,overcast clouds
347,Cayenne,GF,4.93,-52.33,80.6,88,90,4.7,overcast clouds
348,Biltine,TD,14.53,20.92,79.77,68,63,5.35,broken clouds
349,Manado,ID,1.49,124.85,89.6,46,20,2.24,few clouds
350,Katiola,CI,8.13,-5.1,70.25,96,95,5.7,overcast clouds
351,Mahendranagar,NP,28.92,80.33,78.69,91,100,3.06,heavy intensity rain
352,Balsas,BR,-7.53,-46.04,83.23,31,99,5.66,overcast clouds
353,San Cristobal,VE,7.77,-72.22,67.37,93,100,1.68,light rain
354,Santa Rosa,PH,14.31,121.11,88.0,74,95,5.82,light rain
355,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,59.0,72,40,15.66,scattered clouds
356,Te Anau,NZ,-45.42,167.72,51.8,85,85,1.43,overcast clouds
357,Hazorasp,UZ,41.32,61.07,60.8,77,0,2.24,clear sky
358,Ocampo,MX,21.65,-101.5,59.94,80,100,10.87,light rain
359,Uusikaupunki,FI,60.8,21.41,62.6,100,75,5.82,mist
360,Buala,SB,-8.14,159.59,85.39,68,62,4.83,light rain
361,Broome,US,42.25,-75.83,64.4,63,1,5.82,clear sky
362,Parchim,DE,53.43,11.85,62.01,96,21,4.76,few clouds
363,Jalu,LY,29.03,21.55,77.54,47,0,8.55,clear sky
364,Beringovskiy,RU,63.05,179.32,54.54,57,0,7.78,clear sky
365,Kulhudhuffushi,MV,6.62,73.07,82.33,69,98,6.49,overcast clouds
366,Umea,SE,63.83,20.26,60.8,100,90,3.02,mist
367,Baicheng,CN,45.62,122.82,72.0,65,100,1.99,overcast clouds
368,Kargil,IN,34.57,76.1,60.49,46,1,5.39,clear sky
369,Lethem,GY,3.38,-59.8,76.37,85,99,6.24,overcast clouds
370,Muzhi,RU,65.37,64.67,55.13,81,100,13.87,overcast clouds
371,Katangli,RU,51.71,143.23,62.4,76,54,16.33,light rain
372,Rio Gallegos,AR,-51.62,-69.22,30.2,74,33,11.41,scattered clouds
373,Moose Factory,CA,51.26,-80.61,50.0,93,90,2.24,overcast clouds
374,Masallatah,LY,32.62,14.0,77.68,54,0,4.16,clear sky
375,Teeli,RU,51.03,90.23,63.52,66,100,1.61,light rain
376,Tripoli,LY,32.88,13.19,81.41,69,0,6.22,clear sky
377,Riyadh,SA,24.69,46.72,75.2,29,15,8.3,few clouds
378,Antofagasta,CL,-23.65,-70.4,57.2,62,75,8.05,broken clouds
379,Tahta,EG,26.77,31.5,82.4,69,0,13.87,clear sky
380,Luzilandia,BR,-3.46,-42.37,73.26,75,0,5.5,clear sky
381,Craig,US,40.52,-107.55,86.0,15,1,3.36,clear sky
382,Tyukhtet,RU,56.54,89.3,64.8,68,99,8.77,overcast clouds
383,Winder,US,33.99,-83.72,75.2,78,1,2.26,clear sky
384,Whitehorse,CA,60.72,-135.05,60.8,44,40,9.17,scattered clouds
385,Tessalit,ML,20.2,1.01,92.25,20,4,10.04,clear sky
386,Sevierville,US,35.87,-83.56,73.99,73,1,3.6,clear sky
387,Thunder Bay,CA,48.4,-89.32,61.0,87,90,3.36,overcast clouds
388,Dakar,SN,14.69,-17.44,82.4,83,20,4.7,few clouds
389,Batagay-Alyta,RU,67.8,130.41,42.93,76,100,20.62,overcast clouds
390,The Pas,CA,53.83,-101.25,73.4,69,90,7.43,overcast clouds
391,Ferme-Neuve,CA,46.7,-75.45,50.7,94,0,3.69,clear sky
392,Caucaia,BR,-3.74,-38.65,79.0,83,40,13.87,scattered clouds
393,Vila Velha,BR,-20.33,-40.29,73.4,83,40,6.93,scattered clouds
394,Bethanien,NA,-26.5,17.16,32.99,85,1,2.33,clear sky
395,Ponnani,IN,10.77,75.93,75.2,94,75,1.52,mist
396,Puri,IN,19.8,85.85,78.8,100,90,3.36,light rain
397,Pokrovsk,UA,48.28,37.18,66.97,58,10,1.61,clear sky
398,Manicore,BR,-5.81,-61.3,80.6,88,0,2.46,clear sky
399,Khani,GE,41.96,42.96,62.6,100,6,2.24,fog
400,Gizo,SB,-8.1,156.84,82.72,76,98,5.35,overcast clouds
401,Norman Wells,CA,65.28,-126.83,59.0,77,75,4.61,broken clouds
402,San Ramon,US,37.78,-121.98,98.01,19,1,10.29,smoke
403,Komsomolskiy,UZ,40.43,71.72,66.2,82,99,0.38,mist
404,Baraki Barak,AF,33.97,68.95,74.61,27,11,0.65,few clouds
405,Daultala,PK,33.19,73.14,73.4,100,75,11.41,thunderstorm with rain
406,Mlalo,TZ,-4.93,38.93,68.31,85,31,4.9,scattered clouds
407,Adre,TD,13.47,22.2,72.59,81,90,5.14,overcast clouds
408,Mutoko,ZW,-17.4,32.23,54.1,77,18,2.77,few clouds
409,Lagoa,PT,39.05,-27.98,70.45,77,31,21.59,scattered clouds
410,Bandarbeyla,SO,9.49,50.81,77.86,72,87,26.8,overcast clouds
411,Aykhal,RU,66.0,111.5,50.0,93,90,4.47,mist
412,Okakarara,NA,-20.58,17.43,31.95,88,0,3.36,clear sky
413,Kununurra,AU,-15.77,128.73,91.4,24,99,9.17,overcast clouds
414,Vigrestad,NO,58.57,5.7,61.0,97,72,1.01,broken clouds
415,Sinnamary,GF,5.38,-52.95,78.42,85,0,7.92,clear sky
416,Formosa,AR,-26.18,-58.18,66.2,88,0,5.82,clear sky
417,Mizdah,LY,31.45,12.98,76.71,38,0,4.07,clear sky
418,Westport,US,41.14,-73.36,75.2,53,75,5.35,broken clouds
419,Nosy Varika,MG,-20.58,48.53,63.66,86,5,5.53,clear sky
420,Lebanon,US,36.21,-86.29,71.6,83,75,4.7,broken clouds
421,Jamame,SO,0.07,42.75,76.23,80,100,9.33,light rain
422,Tabuk,PH,17.42,121.44,86.68,69,41,2.08,light rain
423,Pamekasan,ID,-7.16,113.47,86.14,52,79,7.9,broken clouds
424,Manono,CD,-7.3,27.42,69.35,36,0,4.03,clear sky
425,Latung,PH,5.5,120.88,83.73,66,100,2.8,overcast clouds
426,Lexington,US,37.99,-84.48,66.99,93,90,3.36,overcast clouds
427,Torbay,CA,47.67,-52.73,57.99,100,90,20.8,mist
428,Cabaiguan,CU,22.08,-79.5,78.8,94,75,6.93,broken clouds
429,Chumikan,RU,54.72,135.31,58.14,66,99,13.76,light rain
430,Yangliuqing,CN,39.14,117.0,69.8,94,90,8.95,moderate rain
431,Hokitika,NZ,-42.72,170.97,51.71,92,100,8.46,moderate rain
432,Broken Hill,AU,-31.95,141.43,59.0,44,90,31.09,overcast clouds
433,Tecoanapa,MX,16.52,-98.75,81.39,83,82,8.7,broken clouds
434,Tortoli,IT,39.93,9.66,75.2,78,40,6.93,scattered clouds
435,Huangmei,CN,30.19,116.03,91.15,63,0,5.03,clear sky
436,Nanortalik,GL,60.14,-45.24,47.25,70,0,2.59,clear sky
437,Iskateley,RU,67.68,53.15,52.16,90,100,10.16,overcast clouds
438,Yei,SS,4.09,30.68,67.12,95,100,1.25,overcast clouds
439,Kieta,PG,-6.22,155.63,83.62,73,10,6.44,light rain
440,Itoman,JP,26.12,127.67,89.6,79,40,12.75,scattered clouds
441,Mangrol,IN,21.12,70.12,82.71,83,100,18.7,light rain
442,Ziro,IN,27.63,93.83,70.16,84,35,1.1,light rain
443,Bambous Virieux,MU,-20.34,57.76,71.6,68,75,13.87,broken clouds
444,Miles City,US,46.41,-105.84,87.8,22,1,3.36,clear sky
445,Maturin,VE,9.75,-63.18,74.08,96,100,3.65,light rain
446,Taketa,JP,32.97,131.38,89.6,62,20,3.36,few clouds
447,Christchurch,NZ,-43.53,172.63,57.0,76,100,19.46,overcast clouds
448,Sur,OM,22.57,59.53,85.32,66,40,3.13,scattered clouds
449,Chimore,BO,-16.98,-65.13,72.3,86,95,2.33,overcast clouds
450,Sechura,PE,-5.56,-80.82,61.88,81,93,15.01,overcast clouds
451,Point Pedro,LK,9.82,80.23,82.51,79,100,16.31,overcast clouds
452,Plaisance-Du-Touch,FR,43.57,1.3,66.99,88,81,3.36,broken clouds
453,Pokhara,NP,28.23,83.98,77.61,80,47,2.33,light rain
454,Jhang,PK,33.67,72.7,75.0,100,75,11.41,thunderstorm with rain
455,Wattegama,LK,6.8,81.48,82.4,83,20,12.75,few clouds
456,Benguela,AO,-12.58,13.41,65.89,90,5,0.76,clear sky
457,Catabola,AO,-12.15,17.28,53.91,37,25,4.81,scattered clouds
458,Pangnirtung,CA,66.15,-65.71,60.44,52,100,6.8,overcast clouds
459,Tanete,ID,-3.94,119.78,87.42,42,22,13.62,few clouds
460,Carutapera,BR,-1.2,-46.02,77.22,84,23,7.96,few clouds
461,Lesnoy,RU,57.62,63.08,50.05,98,97,5.26,overcast clouds
462,General Pico,AR,-35.66,-63.76,42.19,57,100,9.62,overcast clouds
463,Kholtoson,RU,50.3,103.31,69.98,42,14,2.62,few clouds
464,Mbanza-Ngungu,CD,-5.25,14.87,67.55,86,87,9.53,overcast clouds
465,Ambulu,ID,-8.35,113.61,82.72,63,11,6.64,few clouds
466,Awbari,LY,26.59,12.78,82.49,22,0,6.85,clear sky
467,Boddam,GB,57.47,-1.78,59.0,93,90,2.24,haze
468,Kabin Buri,TH,13.95,101.72,85.51,69,50,3.78,scattered clouds
469,Laguna,US,38.42,-121.42,98.6,23,1,6.93,clear sky
470,Banjar,ID,-8.19,114.97,80.6,88,40,14.99,scattered clouds
471,Basco,PH,20.45,121.97,85.1,76,96,8.46,overcast clouds
472,Severobaykalsk,RU,55.65,109.32,60.73,52,0,2.95,clear sky
473,Vokhma,RU,58.93,46.76,44.2,82,0,9.57,clear sky
474,Timra,SE,62.49,17.33,62.01,100,0,4.7,clear sky
475,Coro,VE,11.4,-69.67,80.4,80,100,3.8,overcast clouds
476,Gillette,US,44.29,-105.5,84.2,20,1,9.17,clear sky
477,Alofi,NU,-19.06,-169.92,75.2,84,90,12.75,shower rain
478,San Patricio,MX,19.22,-104.7,78.06,87,100,5.86,light rain
479,Baykit,RU,61.67,96.37,65.73,47,100,4.18,overcast clouds
480,North Platte,US,41.12,-100.77,79.0,60,1,9.17,clear sky
481,Srednekolymsk,RU,67.45,153.68,55.92,47,99,4.81,overcast clouds
482,Ribeira Brava,PT,32.65,-17.07,71.6,78,20,1.19,few clouds
483,Fort Nelson,CA,58.81,-122.7,59.0,93,90,11.41,light rain
484,Fairbanks,US,64.84,-147.72,75.2,33,90,5.82,overcast clouds
485,Melbu,NO,68.5,14.83,51.01,82,100,5.01,overcast clouds
486,Moroto,UG,2.53,34.67,64.33,80,75,3.6,broken clouds
487,Dunedin,NZ,-45.87,170.5,54.0,70,82,8.01,broken clouds
488,Hay River,CA,60.82,-115.8,64.4,82,75,10.29,broken clouds
489,Foso,GH,5.7,-1.29,71.49,92,84,3.98,broken clouds
490,Gushikawa,JP,26.35,127.87,89.6,70,75,8.05,broken clouds
491,Pochutla,MX,15.74,-96.47,80.01,85,95,3.94,light rain
492,Chifeng,CN,42.27,118.96,67.87,66,100,9.4,overcast clouds
493,Sturgeon Falls,CA,46.36,-79.93,62.01,81,40,5.82,scattered clouds
494,Shaghat,AM,39.56,45.91,68.0,56,75,9.17,broken clouds
495,Los Llanos De Aridane,ES,28.66,-17.92,72.0,83,0,10.29,clear sky
496,Nizwa,OM,22.93,57.53,90.75,44,99,2.15,overcast clouds
497,Bom Jesus Da Lapa,BR,-13.26,-43.42,70.25,62,87,3.47,overcast clouds
498,Gravdal,NO,68.12,13.5,52.66,83,100,10.85,overcast clouds
499,Kaltasy,RU,55.97,54.8,46.35,82,0,13.56,clear sky
500,Kargasok,RU,59.06,80.86,57.15,90,92,9.98,overcast clouds
501,Kirakira,SB,-10.45,161.92,84.76,72,99,10.36,light rain
502,Harper,LR,4.38,-7.72,75.29,87,97,8.03,overcast clouds
503,Walvis Bay,NA,-22.96,14.51,46.4,81,0,5.82,clear sky
504,Qaqortoq,GL,60.72,-46.03,48.2,66,0,5.82,clear sky
505,Manadhoo,MV,5.77,73.38,81.95,69,62,5.48,broken clouds
506,Rawson,AR,-43.3,-65.1,38.86,75,57,24.85,broken clouds
507,Dehloran,IR,32.69,47.27,84.88,14,0,2.51,clear sky
508,Cazones,MX,20.72,-97.32,77.88,87,100,3.36,light rain
509,Anchorage,US,61.22,-149.9,60.01,82,90,4.7,moderate rain
510,Chunoyar,RU,57.45,97.32,69.78,55,68,5.06,broken clouds
511,Hervey Bay,AU,-25.3,152.85,82.4,37,0,10.29,clear sky
512,Dunda,TZ,-8.12,34.25,54.66,83,100,2.64,overcast clouds
513,Dawlatabad,AF,36.41,64.91,74.37,20,0,3.09,clear sky
514,Kloulklubed,PW,7.04,134.26,84.2,79,75,8.05,broken clouds
515,Zonguldak,TR,41.25,31.83,57.76,81,0,3.31,clear sky
516,Alta Floresta,BR,-9.88,-56.09,78.8,57,20,3.36,few clouds
517,Jibuti,DJ,11.5,42.5,95.0,39,40,16.37,scattered clouds
518,Saint-Pierre,RE,-21.34,55.48,62.6,77,20,6.93,few clouds
519,Karratha,AU,-20.74,116.85,75.07,25,0,19.95,clear sky
520,Kambove,CD,-10.88,26.6,56.48,39,82,2.64,broken clouds
521,Pitimbu,BR,-7.47,-34.81,73.4,88,20,4.7,few clouds
522,Bow Island,CA,49.87,-111.37,84.2,37,20,4.7,few clouds
523,Shingu,JP,33.73,135.98,93.2,56,40,6.93,scattered clouds
524,Oktyabrskoye,RU,43.06,44.74,51.8,93,0,8.95,clear sky
525,Marica,BR,-22.92,-42.82,75.2,83,0,2.24,clear sky
526,Lumby,CA,50.25,-118.97,87.8,23,1,16.11,clear sky
527,Goderich,CA,43.75,-81.72,70.0,61,0,1.01,clear sky
528,Statesboro,US,32.45,-81.78,73.4,78,1,3.36,clear sky
529,Katherine,AU,-14.47,132.27,87.8,43,44,10.29,scattered clouds
530,Miri,MY,4.41,114.01,87.8,70,40,9.17,scattered clouds
531,Ploufragan,FR,48.49,-2.79,66.99,11,100,5.01,light rain
532,Magdalena,PH,14.2,121.43,88.0,74,100,5.82,overcast clouds
533,Sikasso,ML,10.92,-7.0,73.4,95,72,4.99,light rain
534,Hamada,JP,34.88,132.08,86.0,79,20,8.05,few clouds
535,Grabouw,ZA,-34.15,19.02,46.0,81,20,1.12,few clouds
536,Lucknow,IN,26.85,80.92,78.8,94,90,8.05,mist
537,Nhulunbuy,AU,-12.23,136.77,82.4,58,20,11.41,few clouds
538,Ankang,CN,32.68,109.02,74.3,83,100,1.9,light rain
539,Qasigiannguit,GL,68.82,-51.19,44.6,56,80,5.75,broken clouds
540,Mana,GF,5.66,-53.78,77.79,87,6,6.73,clear sky
541,Villa Del Rosario,CO,7.83,-72.47,73.4,83,88,2.75,moderate rain
542,Nianzishan,CN,47.52,122.88,66.51,47,100,9.13,overcast clouds
543,Kisangani,CD,0.52,25.2,71.13,95,46,2.19,scattered clouds
544,Urengoy,RU,65.97,78.37,65.61,53,67,15.21,broken clouds
545,Ucluelet,CA,48.93,-125.55,66.0,100,90,4.7,overcast clouds
546,Isangel,VU,-19.55,169.27,78.8,65,40,8.05,scattered clouds
547,Zhukovka,RU,53.53,33.73,59.0,87,75,6.71,broken clouds
548,Suwalki,PL,54.11,22.93,61.05,98,70,4.47,broken clouds
549,Bam,IR,29.11,58.36,89.4,15,18,10.74,few clouds
550,Asosa,ET,10.07,34.53,60.87,95,93,4.12,overcast clouds
551,Tacuarembo,UY,-31.73,-55.98,49.12,64,0,5.97,clear sky
552,Kstovo,RU,56.15,44.2,42.8,100,10,2.24,fog
553,Berezovka,BY,53.72,25.5,61.12,96,100,4.97,overcast clouds
554,Cejkovice,CZ,48.91,16.94,64.4,82,100,3.36,overcast clouds
555,Alta Gracia,AR,-31.65,-64.43,52.0,32,80,11.41,broken clouds
556,Nizhniy Kuranakh,RU,58.84,125.49,62.69,45,93,7.47,overcast clouds
557,Satuk,TR,41.23,32.38,59.2,59,0,3.6,clear sky
558,Taoudenni,ML,22.68,-3.98,97.86,31,0,7.05,clear sky
559,Yaan,NG,7.38,8.57,73.11,97,100,6.44,overcast clouds
560,Stutterheim,ZA,-32.57,27.42,39.67,77,36,17.4,scattered clouds
561,Muros,ES,42.78,-9.06,69.01,90,100,15.01,light rain
562,Crotone,IT,39.09,17.12,78.08,50,47,10.27,scattered clouds
563,Kisaran,ID,2.98,99.62,83.91,67,100,2.15,overcast clouds
564,Geraldton,AU,-28.77,114.6,60.8,72,44,12.75,scattered clouds
565,Half Moon Bay,US,37.46,-122.43,88.0,77,1,10.29,clear sky
566,Honiara,SB,-9.43,159.95,87.8,70,75,12.75,broken clouds
567,Krasnogorskoye,RU,52.3,86.2,67.26,73,0,3.47,clear sky
568,Wilmington,US,34.23,-77.94,79.0,78,1,3.36,clear sky
569,Kibala,TD,9.11,18.35,72.61,94,100,3.65,light rain
570,College,US,64.86,-147.8,75.2,35,40,3.74,scattered clouds
571,Kalach-Na-Donu,RU,48.69,43.53,66.0,55,77,8.95,broken clouds
572,Kissidougou,GN,9.18,-10.1,70.16,97,100,4.83,overcast clouds
573,Mitu,CO,1.2,-70.17,72.41,93,25,1.99,light rain
574,Ghanzi,BW,-21.57,21.78,36.32,72,0,12.68,clear sky
575,Talnakh,RU,69.49,88.4,68.0,37,5,8.95,clear sky
576,Champerico,GT,14.3,-91.92,76.59,88,100,10.04,light rain
577,Zhezkazgan,KZ,47.8,67.71,55.4,82,40,11.18,scattered clouds
578,Malindi,KE,-3.22,40.12,76.08,77,97,13.29,overcast clouds
579,Marau,BR,-28.45,-52.2,58.05,97,41,3.96,scattered clouds
580,Arawa,PG,-6.21,155.54,85.08,68,21,4.18,light rain
581,Brighton,GB,50.83,-0.14,64.99,95,100,5.73,overcast clouds
582,Shubarshi,KZ,48.59,57.19,58.98,54,0,8.59,clear sky
583,Pasighat,IN,28.07,95.33,86.45,62,0,3.22,clear sky
584,Aginskoye,RU,51.1,114.53,63.97,49,64,6.38,broken clouds
585,Fuerte Olimpo,PY,-21.04,-57.87,73.71,76,77,2.35,broken clouds
586,Solano,US,38.23,-121.95,100.4,22,75,17.22,smoke
587,Faya,SA,18.39,42.45,69.8,68,72,2.3,broken clouds
588,Belyy Yar,RU,53.6,91.39,60.8,93,75,6.71,light intensity shower rain
589,Slanic-Moldova,RO,46.2,26.43,63.0,77,47,8.05,scattered clouds
590,Mitsamiouli,KM,-11.38,43.28,76.75,76,97,8.37,overcast clouds
591,Port Hedland,AU,-20.32,118.57,77.0,20,0,18.34,clear sky
592,Rajec,SK,49.09,18.64,62.6,100,90,1.12,light rain
593,Kalanguy,RU,51.02,116.52,61.52,55,0,6.31,clear sky
594,Nikel,RU,69.41,30.22,50.0,100,95,11.41,overcast clouds
595,Kenitra,MA,34.26,-6.58,66.2,93,0,3.36,clear sky
596,Laramie,US,41.31,-105.59,75.2,19,1,5.82,clear sky
597,Martapura,ID,-3.42,114.85,84.2,58,20,2.24,few clouds
598,Petauke,ZM,-14.24,31.33,61.11,64,19,4.03,few clouds
599,Korla,CN,41.76,86.15,84.0,22,65,15.88,broken clouds
600,Catuday,PH,16.29,119.81,83.46,74,10,2.19,clear sky
601,Ahuimanu,US,21.44,-157.84,86.0,65,75,12.75,broken clouds
602,Zharkent,KZ,44.16,80.0,70.61,47,12,3.58,few clouds
603,Codajas,BR,-3.84,-62.06,80.96,60,0,2.8,clear sky
604,Quanzhou,CN,24.91,118.59,91.4,63,40,4.47,scattered clouds
605,Castanos,MX,26.78,-101.42,78.01,58,100,1.01,light rain
606,Marystown,CA,47.17,-55.15,61.0,100,100,5.99,light rain
607,Atambua,ID,-9.11,124.89,85.75,38,60,1.95,broken clouds
608,Itarema,BR,-2.92,-39.92,77.74,76,62,16.71,broken clouds
609,Killybegs,IE,54.63,-8.45,55.0,94,78,1.01,broken clouds
610,Charters Towers,AU,-20.1,146.27,85.57,17,7,6.67,clear sky
611,Skive,DK,56.57,9.03,57.99,100,82,2.24,mist
612,Caravelas,BR,-17.71,-39.25,71.76,87,11,6.24,few clouds
613,Letterkenny,IE,54.95,-7.73,54.12,93,64,1.45,broken clouds
614,San Juan,AR,-31.54,-68.54,51.69,45,94,16.35,overcast clouds
615,Oussouye,SN,12.48,-16.55,78.8,100,40,4.7,scattered clouds
616,Ust-Kuyga,RU,70.02,135.6,41.61,69,98,15.57,overcast clouds
617,Neosho,US,36.87,-94.37,69.01,82,47,6.96,scattered clouds
618,Miandrivazo,MG,-19.52,45.47,68.59,52,0,3.02,clear sky
619,Meulaboh,ID,4.14,96.13,84.2,67,95,1.14,overcast clouds
620,Arman,RU,59.7,150.17,52.09,88,100,8.97,light rain
621,Nouadhibou,MR,20.93,-17.03,69.8,88,0,17.22,clear sky
622,Bharatpur,IN,27.22,77.48,80.6,100,75,3.36,broken clouds
623,Biak,ID,-0.91,122.88,82.27,62,30,9.84,scattered clouds
624,Siilinjarvi,FI,63.08,27.67,51.8,93,66,3.36,broken clouds
625,Khandyga,RU,62.67,135.6,66.04,38,9,3.49,clear sky
626,Clarence Town,AU,-32.58,151.78,71.01,22,1,21.92,clear sky
627,Morondava,MG,-20.28,44.28,68.45,66,0,4.38,clear sky
628,San Antonio,US,29.42,-98.49,84.2,65,75,5.82,broken clouds
629,Farafangana,MG,-22.82,47.83,66.07,88,8,10.04,clear sky
630,Kazerun,IR,29.62,51.65,86.97,16,0,2.64,clear sky
631,Tombouctou,ML,20.0,-3.0,93.09,32,9,4.09,clear sky
632,Tanout,NE,14.97,8.89,85.8,46,0,13.27,clear sky
633,Margate,GB,51.38,1.39,66.99,94,65,1.01,broken clouds
634,Todos Santos,MX,23.45,-110.22,82.0,81,100,1.99,overcast clouds
635,Zabaykalsk,RU,49.63,117.32,63.3,41,0,5.75,clear sky
636,Ust-Uda,RU,54.17,103.03,69.35,51,0,10.2,clear sky
637,Balotra,IN,25.83,72.23,84.56,76,96,13.51,overcast clouds
638,Toora-Khem,RU,52.47,96.11,64.98,58,99,3.22,overcast clouds
639,Sanawad,IN,22.18,76.07,75.2,94,75,6.93,mist
640,Pandan,PH,14.05,124.17,85.95,69,100,7.09,overcast clouds
641,Nyurba,RU,63.28,118.33,66.88,43,89,4.63,overcast clouds
642,Zhigansk,RU,66.77,123.37,53.71,62,30,21.85,scattered clouds
643,Egvekinot,RU,66.32,-179.17,52.39,61,92,5.59,overcast clouds
644,Yeppoon,AU,-23.13,150.73,84.2,37,0,13.87,clear sky
645,Teberda,RU,43.45,41.74,54.03,64,0,2.62,clear sky
646,Palmer,US,42.16,-72.33,66.0,77,20,3.33,few clouds
647,Grand Gaube,MU,-20.01,57.66,68.0,80,48,8.99,moderate rain
648,Maiduguri,NG,11.85,13.16,78.22,74,100,8.63,overcast clouds
649,Asau,RO,46.43,26.4,62.01,83,5,4.68,clear sky
650,Simbahan,PH,6.3,120.58,83.93,67,72,4.83,broken clouds
651,Hyeres,FR,43.12,6.12,73.4,69,45,5.82,scattered clouds
652,Lloydminster,CA,53.28,-110.0,77.0,65,75,6.93,broken clouds
653,Anloga,GH,5.79,0.9,77.0,88,40,11.41,scattered clouds
654,Moree,AU,-29.47,149.85,69.8,21,0,17.22,clear sky
655,Ugoofaaru,MV,5.67,73.0,81.86,68,50,4.94,scattered clouds
656,Andenes,NO,69.31,16.12,50.0,93,100,5.82,overcast clouds
657,Arendonk,BE,51.32,5.08,57.99,96,0,5.68,clear sky
658,Verkhnedneprovskiy,RU,54.98,33.35,53.96,81,100,4.74,overcast clouds
659,Vangaindrano,MG,-23.35,47.6,63.52,91,9,6.06,clear sky
660,Hualmay,PE,-11.1,-77.61,59.31,83,49,11.81,scattered clouds
661,Prince George,CA,53.92,-122.75,63.0,82,75,4.7,broken clouds
662,Ejido,VE,8.55,-71.24,69.67,67,100,2.77,light rain
663,Maba,CN,24.68,113.6,86.47,70,100,3.22,light rain
664,Entebbe,UG,0.06,32.45,70.81,76,90,10.07,overcast clouds
665,Djibo,BF,14.1,-1.63,80.94,71,100,13.35,overcast clouds
666,Moerai,PF,-22.43,-151.33,70.0,76,88,26.62,overcast clouds
667,Churapcha,RU,62.0,132.43,65.88,33,95,8.61,overcast clouds
668,Atikokan,CA,48.76,-91.62,59.94,73,69,4.76,broken clouds
669,Abha,SA,18.22,42.51,69.8,68,90,1.95,overcast clouds
670,Leh,IN,34.17,77.58,62.42,41,0,6.42,clear sky
671,Buchanan,LR,5.88,-10.05,77.0,94,75,10.09,broken clouds
672,Paredon,MX,16.03,-93.87,81.97,73,100,7.9,light rain
673,Olafsvik,IS,64.89,-23.71,50.43,82,93,12.77,overcast clouds
674,Dumas,US,35.87,-101.97,82.0,38,1,9.17,clear sky
675,Port-Cartier,CA,50.03,-66.87,57.99,100,90,6.93,light rain
676,Northam,GB,51.03,-4.22,63.0,93,100,4.0,overcast clouds
677,Yarada,IN,17.65,83.27,82.4,83,90,9.17,light intensity drizzle
678,Curuca,BR,-0.73,-47.85,76.87,85,37,6.4,scattered clouds
679,Husavik,IS,66.04,-17.34,50.0,71,90,5.82,overcast clouds
680,Ankazobe,MG,-18.32,47.12,48.2,93,20,2.24,few clouds
681,Mayo,US,38.89,-76.51,75.2,88,1,6.24,light rain
682,Gamba,GA,-2.65,10.0,72.88,89,99,6.76,overcast clouds
683,Espanola,US,35.99,-106.08,75.2,29,1,5.97,clear sky
684,Awjilah,LY,29.11,21.29,76.39,55,0,8.01,clear sky
685,Topolobampo,MX,25.6,-109.05,86.0,83,96,3.0,overcast clouds
